"Df","Sum of Sq","Wald statistic","Pr(Chisq)","Effect","FDR_BH"
1,0.00343492322986094,0.00343492322986094,0.953264164833007,"co_loc:AX.115329783",0.989247221932382
1,1.28934505248367,1.28934505248367,0.256168684221458,"co_loc:AX.115487380",0.607796453600912
1,0.571586604592994,0.571586604592994,0.449629129943982,"co_loc:AX.115270580",0.756399506226833
1,0.0876945301579326,0.0876945301579326,0.767128801453826,"co_loc:AX.115480508",0.904428923777235
1,1.2656221345992,1.2656221345992,0.260589573928986,"co_loc:AX.115220559",0.612507269562056
1,0.256176921463748,0.256176921463748,0.612758911510612,"co_loc:AX.115588190",0.858545215849131
1,2.74724654734837,2.74724654734837,0.0974220670992738,"co_loc:AX.115481149",0.385103548360687
1,1.40245877710231,1.40245877710231,0.236312324701406,"co_loc:AX.115395448",0.594325496624037
1,1.7840182866928,1.7840182866928,0.181656677130665,"co_loc:AX.105213082",0.52513395745244
1,3.60374519344964,3.60374519344964,0.0576495590862005,"co_loc:AX.115517588",0.31180352925117
1,0.0181245247315474,0.0181245247315474,0.892906512285735,"co_loc:AX.635443693",0.961738705952301
1,3.03939732911681,3.03939732911681,0.0812660827461636,"co_loc:AX.115186264",0.349415339107154
1,0.0745286369449332,0.0745286369449332,0.784853726710224,"co_loc:AX.115400610",0.904428923777235
1,3.56851400196206,3.56851400196206,0.0588849838871675,"co_loc:AX.115447814",0.315097307396226
1,0.443499103762178,0.443499103762178,0.505438404166171,"co_loc:AX.115187979",0.792010957307116
1,1.01934097600679,1.01934097600679,0.312675382499182,"co_loc:AX.635456588",0.666623747770153
1,1.06484057791704,1.06484057791704,0.302113752024952,"co_loc:AX.115475792",0.655013867536858
1,3.91019257163612,3.91019257163612,0.0479940975692547,"co_loc:AX.115331659",0.27633418187065
1,4.16227255839067,4.16227255839067,0.041333910789442,"co_loc:AX.115480864",0.253548257647431
1,0.291377591444871,0.291377591444871,0.589339086816136,"co_loc:AX.115464436",0.842152160990103
1,1.61382473036451,1.61382473036451,0.203954995215881,"co_loc:AX.115656788",0.557550883660805
1,0.682048786380392,0.682048786380392,0.408882123470086,"co_loc:AX.115404032",0.722239367561454
1,0.0453829788550593,0.0453829788550593,0.831301370027382,"co_loc:AX.115459681",0.929210198052829
1,14.7585047117736,14.7585047117736,0.000122195110220491,"co_loc:AX.115190780",0.00558764913099154
1,0.910159142725661,0.910159142725661,0.340072196999332,"co_loc:AX.115518842",0.684867239928391
1,4.29065182294266,4.29065182294266,0.0383224707980888,"co_loc:AX.115478990",0.240952535142983
1,3.68533293196765,3.68533293196765,0.054893011495327,"co_loc:AX.115191961",0.300121573719016
1,3.04478839503099,3.04478839503099,0.0809966709155314,"AX.115286231:AX.115192211",0.349415339107154
1,0.926596375257707,0.926596375257707,0.335748919412221,"AX.115286231:AX.115543661",0.684867239928391
1,0.234408637127883,0.234408637127883,0.628273984718834,"AX.115286231:AX.105205016",0.864122162796683
1,0.781734118454367,0.781734118454367,0.376611308912039,"AX.115286231:AX.115299949",0.706848837249088
1,0.0891309465821907,0.0891309465821907,0.76528489778765,"AX.115286231:AX.635456627",0.904428923777235
1,0.196277570866315,0.196277570866315,0.657742411088472,"AX.115286231:AX.115523268",0.868550007638336
1,0.0123350667901673,0.0123350667901673,0.911566114649146,"AX.115286231:AX.115387642",0.967337037275359
1,1.4849937108295,1.4849937108295,0.222994841425233,"AX.115286231:AX.635436323",0.593253062896863
1,2.28715551694139,2.28715551694139,0.130448798947031,"AX.115286231:AX.115324345",0.43685038752612
1,2.69260964236213,2.69260964236213,0.100814579738769,"AX.115286231:AX.115604410",0.386450740236659
1,1.82306865526956,1.82306865526956,0.176948440098562,"AX.115286231:AX.115196498",0.514480146644953
1,0.113130024609221,0.113130024609221,0.736608404149881,"AX.115286231:AX.115196627",0.892804885029856
1,0.556063484107602,0.556063484107602,0.455850687243577,"AX.115286231:AX.115192862",0.760646852322018
1,0.957189187172538,0.957189187172538,0.327896077519054,"AX.115286231:AX.635440051",0.682987593356299
1,3.35013160542878,3.35013160542878,0.0671996406277771,"AX.115286231:AX.115329783",0.33250321982347
1,3.30427700899907,3.30427700899907,0.0690997464071781,"AX.115286231:AX.115487380",0.33250321982347
1,0.0531527000657368,0.0531527000657368,0.81766543043606,"AX.115286231:AX.115270580",0.929210198052829
1,0.371602872187619,0.371602872187619,0.542131859264549,"AX.115286231:AX.115480508",0.82136242533153
1,0.00172612269496402,0.00172612269496402,0.966860117346671,"AX.115286231:AX.115220559",0.990217421779208
1,9.84981229133037,9.84981229133037,0.00169849089397622,"AX.115286231:AX.115588190",0.035597538319585
1,2.44869019118452,2.44869019118452,0.117622980626432,"AX.115286231:AX.115481149",0.415082294004252
1,4.86207282073963,4.86207282073963,0.0274533336176181,"AX.115286231:AX.115395448",0.200130823328434
1,0.00984253461388107,0.00984253461388107,0.920971893255164,"AX.115286231:AX.115517588",0.971171619092972
1,5.17518925853181,5.17518925853181,0.0229116755107219,"AX.115286231:AX.115186264",0.174503157017688
1,0.0665307678989344,0.0665307678989344,0.796456618143913,"AX.115286231:AX.115400610",0.912568744707035
1,0.269240911344236,0.269240911344236,0.603841430401734,"AX.115286231:AX.115447814",0.855223824074205
1,0.0738890004442783,0.0738890004442783,0.785756341333304,"AX.115286231:AX.115187979",0.904428923777235
1,0.0671182469230559,0.0671182469230559,0.79557976898976,"AX.115286231:AX.635456588",0.912568744707035
1,0.0331190409368257,0.0331190409368257,0.855593417984093,"AX.115286231:AX.115475792",0.939534474404731
1,0.124906838619558,0.124906838619558,0.723772382918604,"AX.115286231:AX.115331659",0.890482320031461
1,14.5821668960234,14.5821668960234,0.000134178352764192,"AX.115286231:AX.115480864",0.00562430928669903
1,2.48942699887935,2.48942699887935,0.114613445741548,"AX.115286231:AX.115464436",0.408869242609919
1,2.08868234248609,2.08868234248609,0.148394012314352,"AX.115286231:AX.115656788",0.46361607573987
1,0.915657958848465,0.915657958848465,0.338617639206047,"AX.115286231:AX.115404032",0.684867239928391
1,0.0147840768480962,0.0147840768480962,0.903223900489454,"AX.115286231:AX.115459681",0.965680493726722
1,3.42439875564006,3.42439875564006,0.0642396308384268,"AX.115286231:AX.115190780",0.33250321982347
1,6.01802218689402,6.01802218689402,0.0141605073769197,"AX.115286231:AX.115518842",0.135135534126772
1,0.00126273688274889,0.00126273688274889,0.971653130645913,"AX.115286231:AX.115478990",0.990217421779208
1,0.118498480276455,0.118498480276455,0.730668748919492,"AX.115286231:AX.115191961",0.890482320031461
1,0.0238066740441103,0.0238066740441103,0.87737783699581,"AX.115192211:AX.115543661",0.953177218161755
1,3.23019601273038,3.23019601273038,0.0722920354094508,"AX.115192211:AX.105205016",0.339840129074334
1,0.106853282937611,0.106853282937611,0.74375546862461,"AX.115192211:AX.115299949",0.894997609373633
1,5.93798787951114,5.93798787951114,0.0148179258811948,"AX.115192211:AX.635456627",0.136869296842021
1,2.8779324120565,2.8779324120565,0.0898012599116236,"AX.115192211:AX.115523268",0.373194902737653
1,5.59756296520557,5.59756296520557,0.0179854789718897,"AX.115192211:AX.115387642",0.150778265381009
1,1.12927771758039,1.12927771758039,0.287929455460796,"AX.115192211:AX.635436323",0.640834142021152
1,6.38848776585648,6.38848776585648,0.0114862841698609,"AX.115192211:AX.115324345",0.128465795971895
1,1.07250176612589,1.07250176612589,0.300381039104882,"AX.115192211:AX.115604410",0.655013867536858
1,1.0869196489749,1.0869196489749,0.297154724193631,"AX.115192211:AX.115196498",0.655013867536858
1,1.74660801587037,1.74660801587037,0.186303720859437,"AX.115192211:AX.115196627",0.535469352737958
1,1.46958843992581,1.46958843992581,0.225410639831789,"AX.115192211:AX.115192862",0.593253062896863
1,0.645175105433401,0.645175105433401,0.421843005738533,"AX.115192211:AX.635440051",0.734211182998209
1,0.0324948265826676,0.0324948265826676,0.856945932963611,"AX.115192211:AX.115329783",0.939534474404731
1,3.07350393774351,3.07350393774351,0.0795777793871566,"AX.115192211:AX.115487380",0.349415339107154
1,1.71207826111319,1.71207826111319,0.190715948631981,"AX.115192211:AX.115270580",0.538042132468058
1,0.79197956638759,0.79197956638759,0.373502218553064,"AX.115192211:AX.115480508",0.706723189837232
1,0.341091680432944,0.341091680432944,0.559199760102996,"AX.115192211:AX.115220559",0.829989934856526
1,5.92048625686567,5.92048625686567,0.0149658276865033,"AX.115192211:AX.115588190",0.136869296842021
1,5.02754883617404,5.02754883617404,0.0249471815425033,"AX.115192211:AX.115481149",0.184535769351164
1,1.430416477077,1.430416477077,0.231696481238854,"AX.115192211:AX.115395448",0.593253062896863
1,0.298708670733959,0.298708670733959,0.584693102949114,"AX.115192211:AX.115517588",0.837893534995454
1,0.169194476878395,0.169194476878395,0.6808286959253,"AX.115192211:AX.115186264",0.876190960857168
1,0.000339244427690425,0.000339244427690425,0.985304922930018,"AX.115192211:AX.115400610",0.991216752467598
1,6.3548433822309,6.3548433822309,0.0117061276864961,"AX.115192211:AX.115447814",0.128465795971895
1,1.3678045020354,1.3678045020354,0.24218945904906,"AX.115192211:AX.115187979",0.603075732186522
1,0.728941938570283,0.728941938570283,0.393226362495035,"AX.115192211:AX.635456588",0.716465607189127
1,0.786569848986059,0.786569848986059,0.375139347289346,"AX.115192211:AX.115475792",0.706723189837232
1,0.0212636474023182,0.0212636474023182,0.884063013232526,"AX.115192211:AX.115331659",0.956309022916044
1,10.550556040235,10.550556040235,0.00116153139557018,"AX.115192211:AX.115480864",0.0278214424748477
1,11.3484448466433,11.3484448466433,0.000755111736303715,"AX.115192211:AX.115464436",0.0199905896505668
1,0.0906060749311287,0.0906060749311287,0.763408066264669,"AX.115192211:AX.115656788",0.904428923777235
1,0.0808631478321322,0.0808631478321322,0.776131089717529,"AX.115192211:AX.115404032",0.904428923777235
1,0.16005266437793,0.16005266437793,0.689108034612264,"AX.115192211:AX.115459681",0.881831709703272
1,0.00569156021034813,0.00569156021034813,0.93986270129912,"AX.115192211:AX.115190780",0.984911261092468
1,0.116445719331472,0.116445719331472,0.732921830006013,"AX.115192211:AX.115518842",0.890482320031461
1,1.43942345326359,1.43942345326359,0.230232661014855,"AX.115192211:AX.115478990",0.593253062896863
1,0.319273629721073,0.319273629721073,0.572044494178103,"AX.115192211:AX.115191961",0.835964739698852
1,0.599086334185737,0.599086334185737,0.438926843461144,"AX.115543661:AX.105205016",0.745879061692416
1,0.0773023041758426,0.0773023041758426,0.780987088723808,"AX.115543661:AX.115299949",0.904428923777235
1,0.891859992180783,0.891859992180783,0.344973764962319,"AX.115543661:AX.635456627",0.686097655389029
1,0.000482353958834621,0.000482353958834621,0.982477822626415,"AX.115543661:AX.115523268",0.99092381279172
1,4.36374324487405,4.36374324487405,0.0367115532170544,"AX.115543661:AX.115387642",0.240952535142983
1,0.826196675217363,0.826196675217363,0.3633746106341,"AX.115543661:AX.635436323",0.704968230989888
1,1.07126696320622,1.07126696320622,0.300659444117819,"AX.115543661:AX.115324345",0.655013867536858
1,1.34078356441464,1.34078356441464,0.246895832324796,"AX.115543661:AX.115604410",0.603418214762369
1,2.41294878820083,2.41294878820083,0.120335501130518,"AX.115543661:AX.115196498",0.415082294004252
1,0.212540570293728,0.212540570293728,0.644783376992169,"AX.115543661:AX.115196627",0.868550007638336
1,5.78775314747857,5.78775314747857,0.0161382025512051,"AX.115543661:AX.115192862",0.142412559355372
1,0.720502884148921,0.720502884148921,0.3959790035757,"AX.115543661:AX.635440051",0.716465607189127
1,2.32043897921677,2.32043897921677,0.127683988167335,"AX.115543661:AX.115329783",0.433953013838982
1,1.01833180953696,1.01833180953696,0.312915035664082,"AX.115543661:AX.115487380",0.666623747770153
1,6.12420813701362,6.12420813701362,0.0133343002367076,"AX.115543661:AX.115270580",0.131512804295371
1,0.479948633168309,0.479948633168309,0.488445584606099,"AX.115543661:AX.115480508",0.780369736716912
1,0.351345498591086,0.351345498591086,0.553352462433536,"AX.115543661:AX.115220559",0.828381811321633
1,0.469986768651858,0.469986768651858,0.492993255646563,"AX.115543661:AX.115588190",0.784732935412092
1,0.72149014033904,0.72149014033904,0.39565555072129,"AX.115543661:AX.115481149",0.716465607189127
1,0.224825037287217,0.224825037287217,0.635387821397419,"AX.115543661:AX.115395448",0.864122162796683
1,0.121457962657888,0.121457962657888,0.72745855968948,"AX.115543661:AX.105213082",0.890482320031461
1,0.0761474055914704,0.0761474055914704,0.782587857206161,"AX.115543661:AX.115517588",0.904428923777235
1,0.0165856647462113,0.0165856647462113,0.897527502996869,"AX.115543661:AX.635443693",0.962593462702399
1,0.234892168314038,0.234892168314038,0.627919848550595,"AX.115543661:AX.115186264",0.864122162796683
1,0.319125452818753,0.319125452818753,0.572133690336891,"AX.115543661:AX.115400610",0.835964739698852
1,2.63612489212516,2.63612489212516,0.104458053120813,"AX.115543661:AX.115447814",0.390813407849524
1,0.0314607276547181,0.0314607276547181,0.859216417944684,"AX.115543661:AX.115187979",0.939534474404731
1,1.24995968007995,1.24995968007995,0.263560178308274,"AX.115543661:AX.635456588",0.613753563375287
1,0.523509085197067,0.523509085197067,0.469348632572091,"AX.115543661:AX.115475792",0.765296442358885
1,0.00163997453907373,0.00163997453907373,0.967697218340208,"AX.115543661:AX.115331659",0.990217421779208
1,0.202012490162448,0.202012490162448,0.653101302336958,"AX.115543661:AX.115480864",0.868550007638336
1,1.17411214047182,1.17411214047182,0.278557914595213,"AX.115543661:AX.115464436",0.628515211049725
1,1.06647444261985,1.06647444261985,0.301743145714528,"AX.115543661:AX.115656788",0.655013867536858
1,0.0509536313392136,0.0509536313392136,0.821412115442891,"AX.115543661:AX.115404032",0.929210198052829
1,1.70626825662934,1.70626825662934,0.19147026185245,"AX.115543661:AX.115459681",0.538042132468058
1,1.83644758049362,1.83644758049362,0.175367883892062,"AX.115543661:AX.115190780",0.512849102312251
1,0.0124309577804056,0.0124309577804056,0.911224460577276,"AX.115543661:AX.115518842",0.967337037275359
1,0.191584217396091,0.191584217396091,0.66160134505869,"AX.115543661:AX.115478990",0.868550007638336
1,0.171633344350077,0.171633344350077,0.678664263867004,"AX.115543661:AX.115191961",0.876190960857168
1,0.00450707720177109,0.00450707720177109,0.946474414703836,"AX.105205016:AX.115299949",0.987710851858982
1,0.03611337345801,0.03611337345801,0.849281555277786,"AX.105205016:AX.635456627",0.939534474404731
1,1.42937975380882,1.42937975380882,0.231865689652166,"AX.105205016:AX.115523268",0.593253062896863
1,0.60938970854974,0.60938970854974,0.435017688217498,"AX.105205016:AX.115387642",0.744264956372113
1,3.20008298158952,3.20008298158952,0.0736345338883514,"AX.105205016:AX.635436323",0.3429460235726
1,0.822682273577819,0.822682273577819,0.364397097529564,"AX.105205016:AX.115324345",0.704968230989888
1,2.13312150802468,2.13312150802468,0.144146948191681,"AX.105205016:AX.115604410",0.453161968377596
1,0.000799284156257555,0.000799284156257555,0.977445520320398,"AX.105205016:AX.115196498",0.99092381279172
1,2.79023253977792,2.79023253977792,0.0948404639145414,"AX.105205016:AX.115196627",0.378609153563606
1,5.21293111287467,5.21293111287467,0.0224195072371994,"AX.105205016:AX.115192862",0.174503157017688
1,0.898289275081602,0.898289275081602,0.343240833865611,"AX.105205016:AX.635440051",0.686097655389029
1,0.0897532229480164,0.0897532229480164,0.764491116216761,"AX.105205016:AX.115329783",0.904428923777235
1,5.66577911333745,5.66577911333745,0.0172990314992143,"AX.105205016:AX.115487380",0.150024359381117
1,2.5495732201771,2.5495732201771,0.110324052955372,"AX.105205016:AX.115270580",0.399230206018362
1,6.00827594636929,6.00827594636929,0.0142389330193219,"AX.105205016:AX.115480508",0.135135534126772
1,0.194590557798494,0.194590557798494,0.6591230864303,"AX.105205016:AX.115220559",0.868550007638336
1,2.03647469998727,2.03647469998727,0.15356518035597,"AX.105205016:AX.115588190",0.470617875417237
1,0.672272535707068,0.672272535707068,0.412260417949358,"AX.105205016:AX.115481149",0.725059406393451
1,0.753106895940086,0.753106895940086,0.385494348379621,"AX.105205016:AX.115395448",0.715511650313467
1,1.66374514489398,1.66374514489398,0.19709841964526,"AX.105205016:AX.105213082",0.545610634751495
1,2.7016413107186,2.7016413107186,0.100244999502825,"AX.105205016:AX.115517588",0.386450740236659
1,5.4852396538177,5.4852396538177,0.019177690748473,"AX.105205016:AX.115186264",0.155911770444886
1,0.452398088454237,0.452398088454237,0.501198334931128,"AX.105205016:AX.115400610",0.791759716090457
1,3.47401771876495,3.47401771876495,0.0623397236059007,"AX.105205016:AX.115447814",0.330072431302821
1,0.267094296078448,0.267094296078448,0.605287636919318,"AX.105205016:AX.115187979",0.855223824074205
1,0.262693619611717,0.262693619611717,0.608275612083196,"AX.105205016:AX.635456588",0.857038187332906
1,0.451540418034237,0.451540418034237,0.5016043407358,"AX.105205016:AX.115475792",0.791759716090457
1,0.886384876920362,0.886384876920362,0.34645885580281,"AX.105205016:AX.115331659",0.686097655389029
1,11.7407796565263,11.7407796565263,0.00061145403691043,"AX.105205016:AX.115480864",0.0180918459156439
1,0.0109194124728864,0.0109194124728864,0.916775748299707,"AX.105205016:AX.115464436",0.968777734022589
1,2.59270516725924,2.59270516725924,0.107356835772407,"AX.105205016:AX.115656788",0.392197893851623
1,2.72823798586674,2.72823798586674,0.0985879994174768,"AX.105205016:AX.115404032",0.385103548360687
1,0.000495563671471297,0.000495563671471297,0.982239551713281,"AX.105205016:AX.115459681",0.99092381279172
1,4.78087976973009,4.78087976973009,0.0287774149920538,"AX.105205016:AX.115190780",0.203873799169057
1,0.497196705976229,0.497196705976229,0.480734461745616,"AX.105205016:AX.115518842",0.774406688359832
1,3.3168642013021,3.3168642013021,0.0685725073450069,"AX.105205016:AX.115478990",0.33250321982347
1,2.7966487007017,2.7966487007017,0.0944615609009165,"AX.105205016:AX.115191961",0.378609153563606
1,0.334000354516501,0.334000354516501,0.563312974969931,"AX.115299949:AX.635456627",0.830927936685851
1,1.20766184853933,1.20766184853933,0.27179568166619,"AX.115299949:AX.115523268",0.618611890851101
1,6.69623569161536,6.69623569161536,0.00966166817077585,"AX.115299949:AX.115387642",0.115709978330958
1,4.20917631255692,4.20917631255692,0.0402058558450256,"AX.115299949:AX.635436323",0.249673401111702
1,2.86516445648873,2.86516445648873,0.0905164575228503,"AX.115299949:AX.115324345",0.373194902737653
1,0.358552837892424,0.358552837892424,0.549311052777382,"AX.115299949:AX.115604410",0.827255866907255
1,0.123554362512244,0.123554362512244,0.72521101848554,"AX.115299949:AX.115196498",0.890482320031461
1,0.00568912239508471,0.00568912239508471,0.93987555730494,"AX.115299949:AX.115196627",0.984911261092468
1,11.9393548113091,11.9393548113091,0.000549605094598116,"AX.115299949:AX.115192862",0.0180918459156439
1,4.31142787101363,4.31142787101363,0.0378571735160599,"AX.115299949:AX.635440051",0.240952535142983
1,8.53180912149253,8.53180912149253,0.0034899262929754,"AX.115299949:AX.115329783",0.0605321698402285
1,0.562743445787772,0.562743445787772,0.453156973756305,"AX.115299949:AX.115487380",0.759793192664738
1,0.0229763788090487,0.0229763788090487,0.879518514749504,"AX.115299949:AX.115270580",0.953443562325432
1,0.0249398642589143,0.0249398642589143,0.874516999255028,"AX.115299949:AX.115480508",0.952125650704067
1,1.33948079858151,1.33948079858151,0.247125551175046,"AX.115299949:AX.115220559",0.603418214762369
1,0.88824991176037,0.88824991176037,0.345952006207043,"AX.115299949:AX.115588190",0.686097655389029
1,0.435443346270785,0.435443346270785,0.509329997524774,"AX.115299949:AX.115481149",0.795630399860128
1,0.447123790825494,0.447123790825494,0.503703994331901,"AX.115299949:AX.115395448",0.791759716090457
1,0.315519653203652,0.315519653203652,0.57431269243833,"AX.115299949:AX.105213082",0.835964739698852
1,1.30138383378897,1.30138383378897,0.253960605104027,"AX.115299949:AX.115517588",0.607796453600912
1,0.00169540820716128,0.00169540820716128,0.967156116861635,"AX.115299949:AX.115186264",0.990217421779208
1,11.2479333169661,11.2479333169661,0.00079711720243314,"AX.115299949:AX.115400610",0.0200474976411935
1,0.689512400319052,0.689512400319052,0.406330280958283,"AX.115299949:AX.115447814",0.722239367561454
1,1.43830246081877,1.43830246081877,0.230414236802192,"AX.115299949:AX.115187979",0.593253062896863
1,0.908957137402698,0.908957137402698,0.340391272330214,"AX.115299949:AX.635456588",0.684867239928391
1,0.144669217577915,0.144669217577915,0.703682604893241,"AX.115299949:AX.115475792",0.883647372112449
1,1.56828115111589,1.56828115111589,0.210456807901771,"AX.115299949:AX.115331659",0.572214996619411
1,0.770047766330868,0.770047766330868,0.380202275834555,"AX.115299949:AX.115480864",0.710935854069818
1,0.760124274412332,0.760124274412332,0.383289634090215,"AX.115299949:AX.115464436",0.714054392397697
1,0.714806613748488,0.714806613748488,0.397852735876181,"AX.115299949:AX.115656788",0.717275720952397
1,0.954429241887345,0.954429241887345,0.328594428612772,"AX.115299949:AX.115404032",0.682987593356299
1,1.88539308637225,1.88539308637225,0.169722452214759,"AX.115299949:AX.115459681",0.500342308194301
1,0.000451697094853456,0.000451697094853456,0.983043702948446,"AX.115299949:AX.115190780",0.99092381279172
1,0.0466448648728767,0.0466448648728767,0.829007840685745,"AX.115299949:AX.115518842",0.929210198052829
1,0.149283486584972,0.149283486584972,0.699221026593235,"AX.115299949:AX.115478990",0.883647372112449
1,9.88020735269985,9.88020735269985,0.00167066111096148,"AX.115299949:AX.115191961",0.035597538319585
1,0.0317787125076192,0.0317787125076192,0.858514198654751,"AX.635456627:AX.115523268",0.939534474404731
1,2.17152098088295,2.17152098088295,0.140587125628775,"AX.635456627:AX.115387642",0.452074308643965
1,0.0814721670989969,0.0814721670989969,0.775312200663366,"AX.635456627:AX.635436323",0.904428923777235
1,0.189818167895599,0.189818167895599,0.663067997878968,"AX.635456627:AX.115324345",0.868550007638336
1,0.117878781474052,0.117878781474052,0.731346607255164,"AX.635456627:AX.115604410",0.890482320031461
1,0.0751739844943087,0.0751739844943087,0.783947261101397,"AX.635456627:AX.115196498",0.904428923777235
1,1.07254200037937,1.07254200037937,0.300371973270839,"AX.635456627:AX.115196627",0.655013867536858
1,0.176287570148578,0.176287570148578,0.674583249239683,"AX.635456627:AX.115192862",0.876190960857168
1,3.31799635585217,3.31799635585217,0.0685252962515916,"AX.635456627:AX.635440051",0.33250321982347
1,0.636771927722525,0.636771927722525,0.424882151914795,"AX.635456627:AX.115329783",0.734418290079525
1,2.98941850725768,2.98941850725768,0.0838102592368062,"AX.635456627:AX.115487380",0.357258986407742
1,0.0456500871735009,0.0456500871735009,0.830813134268775,"AX.635456627:AX.115270580",0.929210198052829
